device_imei,customer_id,brand,model,os,sim_count
IMEI_000000000003540,2219-MVUSO,Oppo,Oppo-uY57,Android,1
IMEI_000000000003541,1053-MXTTK,Huawei,Huawei-tV90,Android,2
IMEI_000000000003542,1530-ZTDOZ,Huawei,Huawei-tI63,Android,1
IMEI_000000000003543,1301-LOPVR,Oppo,Oppo-Ml31,Android,1
IMEI_000000000003544,0853-TWRVK,Apple,Apple-Pw76,iOS,1
IMEI_000000000003545,8914-RBTSB,Oppo,Oppo-fn34,Android,2
IMEI_000000000003546,6212-ATMLK,Oppo,Oppo-uM87,Android,2
IMEI_000000000003547,8200-LGKSR,Nokia,Nokia-Lx24,Android,1
IMEI_000000000003548,1568-BEKZM,Samsung,Samsung-An18,Android,2
IMEI_000000000003549,0670-ANMUU,Huawei,Huawei-jH12,Android,2
IMEI_000000000003550,6897-RWMUB,Huawei,Huawei-YE82,Android,1
IMEI_000000000003551,0963-ZBDRN,Apple,Apple-Al69,iOS,1
IMEI_000000000003552,7594-RQHXR,Oppo,Oppo-mp45,Android,1
IMEI_000000000003553,6999-CHVCF,Xiaomi,Xiaomi-Qk19,Android,2
IMEI_000000000003554,6134-KWTBV,Oppo,Oppo-me16,Android,2
IMEI_000000000003555,1077-HUUJM,Nokia,Nokia-Ey35,Android,1
IMEI_000000000003556,6331-EWIEB,Nokia,Nokia-gw21,Android,2
IMEI_000000000003557,0895-LNKRC,Apple,Apple-yd94,iOS,1
IMEI_000000000003558,2045-BMBTJ,Xiaomi,Xiaomi-nn32,Android,1
IMEI_000000000003559,8417-GSODA,Samsung,Samsung-uK85,Android,1
IMEI_000000000003560,5171-EPLKN,Huawei,Huawei-nb38,Android,1
IMEI_000000000003561,4452-QIIEB,Oppo,Oppo-TA92,Android,1
IMEI_000000000003562,5998-VVEJY,Nokia,Nokia-yc64,Android,1
IMEI_000000000003563,1624-NALOJ,Nokia,Nokia-Tx20,Android,1
IMEI_000000000003564,6741-EGCBI,Samsung,Samsung-nL34,Android,2
IMEI_000000000003565,7820-ZYGNY,Huawei,Huawei-Gy51,Android,1
IMEI_000000000003566,4317-VTEOA,Oppo,Oppo-PW46,Android,1
IMEI_000000000003567,9677-AVKED,Nokia,Nokia-Wg19,Android,1
IMEI_000000000003568,1670-SVOWZ,Apple,Apple-sU19,iOS,1
IMEI_000000000003569,2227-JRSJX,Oppo,Oppo-Or79,Android,2
IMEI_000000000003570,9847-HNVGP,Xiaomi,Xiaomi-jH68,Android,2
IMEI_000000000003571,6696-YDAYZ,Apple,Apple-pP07,iOS,1
IMEI_000000000003572,8980-WQFWL,Oppo,Oppo-Hg54,Android,1
IMEI_000000000003573,1730-ZMAME,Oppo,Oppo-Ya09,Android,2
IMEI_000000000003574,6506-EYCNH,Xiaomi,Xiaomi-WP53,Android,2
IMEI_000000000003575,4634-JLRJT,Samsung,Samsung-SX22,Android,2
IMEI_000000000003576,9501-UKKNL,Samsung,Samsung-nr76,Android,1
IMEI_000000000003577,2560-QTSBS,Xiaomi,Xiaomi-Ez94,Android,1
IMEI_000000000003578,7541-YLXCL,Oppo,Oppo-jU74,Android,1
IMEI_000000000003579,4795-WRNVT,Apple,Apple-zD08,iOS,2
IMEI_000000000003580,6080-TCMYC,Apple,Apple-dn54,iOS,1
IMEI_000000000003581,0260-ZDLGK,Huawei,Huawei-YO29,Android,2
IMEI_000000000003582,7860-UXCRM,Oppo,Oppo-ZW39,Android,2
IMEI_000000000003583,6357-JJPQT,Apple,Apple-xN29,iOS,1
IMEI_000000000003584,2292-XQWSV,Xiaomi,Xiaomi-aL85,Android,1
IMEI_000000000003585,9552-TGUZV,Oppo,Oppo-Tz23,Android,2
IMEI_000000000003586,5913-INRQV,Huawei,Huawei-uO34,Android,1
IMEI_000000000003587,8722-NGNBH,Nokia,Nokia-kQ22,Android,2
IMEI_000000000003588,6210-KBBPI,Samsung,Samsung-FS87,Android,1
IMEI_000000000003589,9643-YBLUR,Xiaomi,Xiaomi-yA39,Android,2
IMEI_000000000003590,8734-FNWVH,Samsung,Samsung-bx41,Android,1
IMEI_000000000003591,9447-YPTBX,Oppo,Oppo-Zc21,Android,2
IMEI_000000000003592,0133-BMFZO,Xiaomi,Xiaomi-UU51,Android,2
IMEI_000000000003593,6128-CZOMY,Huawei,Huawei-jH08,Android,1
IMEI_000000000003594,9540-JYROE,Nokia,Nokia-Rk22,Android,1
IMEI_000000000003595,9026-LHEVG,Huawei,Huawei-cu10,Android,1
IMEI_000000000003596,2260-USTRB,Nokia,Nokia-kn99,Android,1
IMEI_000000000003597,3656-TKRVZ,Oppo,Oppo-bm52,Android,1
IMEI_000000000003598,7011-CVEUC,Oppo,Oppo-Fo86,Android,1
IMEI_000000000003599,6185-TASNN,Nokia,Nokia-Jl94,Android,2
IMEI_000000000003600,7925-PNRGI,Nokia,Nokia-Ob11,Android,1
IMEI_000000000003601,8623-TMRBY,Nokia,Nokia-yw27,Android,2
IMEI_000000000003602,1552-CZCLL,Samsung,Samsung-jg76,Android,2
IMEI_000000000003603,3038-PQIUY,Oppo,Oppo-NM29,Android,2
IMEI_000000000003604,1501-SGHBW,Apple,Apple-Rr33,iOS,1
IMEI_000000000003605,9313-CDOGY,Samsung,Samsung-qp51,Android,1
IMEI_000000000003606,8148-BPLZQ,Apple,Apple-oy98,iOS,2
IMEI_000000000003607,2623-DRYAM,Nokia,Nokia-Qu52,Android,1
IMEI_000000000003608,9987-LUTYD,Xiaomi,Xiaomi-kw53,Android,1
IMEI_000000000003609,3208-YPIOE,Xiaomi,Xiaomi-rc49,Android,1
IMEI_000000000003610,4488-KQFDT,Samsung,Samsung-cC58,Android,2
IMEI_000000000003611,2612-RANWT,Nokia,Nokia-ql19,Android,2
IMEI_000000000003612,5693-PIPCS,Apple,Apple-tA98,iOS,2
IMEI_000000000003613,0491-KAPQG,Xiaomi,Xiaomi-DN24,Android,1
IMEI_000000000003614,1925-LFCZZ,Apple,Apple-HV55,iOS,2
IMEI_000000000003615,8039-EQPIM,Oppo,Oppo-MM20,Android,2
IMEI_000000000003616,6900-PXRMS,Apple,Apple-bl83,iOS,1
IMEI_000000000003617,8707-RMEZH,Apple,Apple-vt94,iOS,2
IMEI_000000000003618,3346-BRMIS,Huawei,Huawei-BA16,Android,2
IMEI_000000000003619,3209-ZPKFI,Oppo,Oppo-Yy08,Android,1
IMEI_000000000003620,6479-VDGRK,Apple,Apple-VQ98,iOS,1
IMEI_000000000003621,9373-WSLOY,Huawei,Huawei-ru75,Android,1
IMEI_000000000003622,2933-FILNV,Huawei,Huawei-yA81,Android,1
IMEI_000000000003623,3569-JFODW,Nokia,Nokia-rE55,Android,1
IMEI_000000000003624,9819-FBNSV,Nokia,Nokia-tx39,Android,1
IMEI_000000000003625,9544-PYPSJ,Huawei,Huawei-GH27,Android,1
IMEI_000000000003626,1591-XWLGB,Samsung,Samsung-Gz03,Android,2
IMEI_000000000003627,0396-UKGAI,Nokia,Nokia-ER09,Android,1
IMEI_000000000003628,3243-ZHOHY,Samsung,Samsung-ex46,Android,1
IMEI_000000000003629,5186-EJEGL,Apple,Apple-Rw09,iOS,2
IMEI_000000000003630,7527-QNRUS,Huawei,Huawei-TH87,Android,1
IMEI_000000000003631,9986-BONCE,Xiaomi,Xiaomi-ze40,Android,1
IMEI_000000000003632,2722-JMONI,Apple,Apple-bV24,iOS,1
IMEI_000000000003633,2203-GHNWN,Huawei,Huawei-EG38,Android,1
IMEI_000000000003634,3878-AVSOQ,Huawei,Huawei-Ch35,Android,2
IMEI_000000000003635,3258-SYSWS,Samsung,Samsung-Oo74,Android,1
IMEI_000000000003636,5296-PSYVW,Oppo,Oppo-cG93,Android,2
IMEI_000000000003637,6319-QSUSR,Huawei,Huawei-mb75,Android,1
IMEI_000000000003638,4083-EUGRJ,Xiaomi,Xiaomi-iz14,Android,2
IMEI_000000000003639,7579-OOPEC,Huawei,Huawei-pc92,Android,2
IMEI_000000000003640,0512-FLFDW,Nokia,Nokia-NX99,Android,1
IMEI_000000000003641,1771-OADNZ,Samsung,Samsung-ah30,Android,2
IMEI_000000000003642,0487-CRLZF,Xiaomi,Xiaomi-WR61,Android,2
IMEI_000000000003643,2107-FBPTK,Huawei,Huawei-Wq15,Android,2
IMEI_000000000003644,9451-WLYRI,Xiaomi,Xiaomi-nV64,Android,1
IMEI_000000000003645,8219-VYBVI,Xiaomi,Xiaomi-DF57,Android,2
IMEI_000000000003646,1991-VOPLL,Samsung,Samsung-LN41,Android,1
IMEI_000000000003647,9738-QLWTP,Nokia,Nokia-Gn72,Android,2
IMEI_000000000003648,1016-DJTSV,Apple,Apple-kV70,iOS,2
IMEI_000000000003649,9419-IPPBE,Huawei,Huawei-xZ81,Android,2
IMEI_000000000003650,0174-QRVVY,Nokia,Nokia-rL63,Android,2
IMEI_000000000003651,5699-BNCAS,Huawei,Huawei-Xo55,Android,2
IMEI_000000000003652,2900-PHPLN,Samsung,Samsung-eS67,Android,1
IMEI_000000000003653,0612-RTZZA,Apple,Apple-Ek60,iOS,1
IMEI_000000000003654,8106-GWQOK,Huawei,Huawei-qQ96,Android,1
IMEI_000000000003655,8751-EDEKA,Apple,Apple-Pi87,iOS,2
IMEI_000000000003656,6878-GGDWG,Oppo,Oppo-VO41,Android,2
IMEI_000000000003657,4039-PIMHX,Apple,Apple-nh88,iOS,1
IMEI_000000000003658,8450-LUGUK,Huawei,Huawei-FX40,Android,1
IMEI_000000000003659,3604-WLABM,Nokia,Nokia-Vg51,Android,1
IMEI_000000000003660,0795-GMVQO,Oppo,Oppo-jU38,Android,2
IMEI_000000000003661,2259-OUUSZ,Nokia,Nokia-og64,Android,1
IMEI_000000000003662,1142-IHLOO,Samsung,Samsung-aH13,Android,2
IMEI_000000000003663,6410-LEFEN,Xiaomi,Xiaomi-CG94,Android,1
IMEI_000000000003664,4633-MKHYU,Oppo,Oppo-NY45,Android,2
IMEI_000000000003665,6257-RJOHI,Samsung,Samsung-en71,Android,2
IMEI_000000000003666,1545-JFUML,Huawei,Huawei-ie96,Android,2
IMEI_000000000003667,3194-ORPIK,Huawei,Huawei-VY48,Android,1
IMEI_000000000003668,7826-VVKWT,Huawei,Huawei-Tt28,Android,1
IMEI_000000000003669,1353-GHZOS,Apple,Apple-Gz46,iOS,1
IMEI_000000000003670,2587-EKXTS,Huawei,Huawei-KL98,Android,2
IMEI_000000000003671,5442-BXVND,Nokia,Nokia-rf57,Android,1
IMEI_000000000003672,8816-VXNZD,Huawei,Huawei-vh41,Android,2
IMEI_000000000003673,9378-FXTIZ,Nokia,Nokia-iA25,Android,2
IMEI_000000000003674,1723-HKXJQ,Oppo,Oppo-bt49,Android,2
IMEI_000000000003675,7825-GKXMW,Samsung,Samsung-Ch53,Android,1
IMEI_000000000003676,9753-OYLBX,Nokia,Nokia-Wk77,Android,2
IMEI_000000000003677,2364-UFROM,Nokia,Nokia-uu17,Android,2
IMEI_000000000003678,6656-JWRQX,Huawei,Huawei-AX87,Android,2
IMEI_000000000003679,6473-ULUHT,Huawei,Huawei-Yp00,Android,2
IMEI_000000000003680,1240-KNSEZ,Nokia,Nokia-mt85,Android,1
IMEI_000000000003681,0836-SEYLU,Huawei,Huawei-NO72,Android,1
IMEI_000000000003682,4433-JCGCG,Xiaomi,Xiaomi-LD46,Android,2
IMEI_000000000003683,3716-BDVDB,Huawei,Huawei-Sy69,Android,1
IMEI_000000000003684,7688-AWMDX,Nokia,Nokia-fr04,Android,2
IMEI_000000000003685,2842-BCQGE,Huawei,Huawei-hh90,Android,1
IMEI_000000000003686,7244-QWYHG,Samsung,Samsung-Wv74,Android,1
IMEI_000000000003687,5899-MQZZL,Huawei,Huawei-UP79,Android,2
IMEI_000000000003688,6849-OYAMU,Apple,Apple-hS84,iOS,2
IMEI_000000000003689,5312-UXESG,Apple,Apple-ro70,iOS,1
IMEI_000000000003690,9488-HGMJH,Oppo,Oppo-sX13,Android,1
IMEI_000000000003691,6038-GCYEC,Apple,Apple-VD54,iOS,1
IMEI_000000000003692,2150-WLKUW,Xiaomi,Xiaomi-lT09,Android,2
IMEI_000000000003693,7159-FVYPK,Huawei,Huawei-rg39,Android,2
IMEI_000000000003694,7032-LMBHI,Apple,Apple-CG07,iOS,2
IMEI_000000000003695,1150-WFARN,Oppo,Oppo-Dv22,Android,2
IMEI_000000000003696,6088-BXMRG,Oppo,Oppo-mZ56,Android,2
IMEI_000000000003697,3144-AUDBS,Oppo,Oppo-Lo41,Android,1
IMEI_000000000003698,4821-SJHJV,Xiaomi,Xiaomi-Kx17,Android,1
IMEI_000000000003699,7346-MEDWM,Xiaomi,Xiaomi-ay81,Android,2
IMEI_000000000003700,1137-DGOWI,Xiaomi,Xiaomi-zy80,Android,2
IMEI_000000000003701,5616-PRTNT,Samsung,Samsung-Kk59,Android,2
IMEI_000000000003702,3812-LRZIR,Xiaomi,Xiaomi-nj33,Android,2
IMEI_000000000003703,4818-QIUFN,Samsung,Samsung-Ni55,Android,2
IMEI_000000000003704,9483-GCPWE,Apple,Apple-aH70,iOS,2
IMEI_000000000003705,4227-OJHAL,Nokia,Nokia-yh47,Android,1
IMEI_000000000003706,9220-CXRSC,Huawei,Huawei-eu46,Android,2
IMEI_000000000003707,4993-JCRGJ,Huawei,Huawei-Oi43,Android,2
IMEI_000000000003708,9537-JALFH,Nokia,Nokia-Qx46,Android,2
IMEI_000000000003709,6698-OXETB,Oppo,Oppo-Kq96,Android,2
IMEI_000000000003710,2103-ZRXFN,Apple,Apple-Nn15,iOS,2
IMEI_000000000003711,3724-BSCVH,Samsung,Samsung-cw29,Android,2
IMEI_000000000003712,4877-TSOFF,Oppo,Oppo-De92,Android,2
IMEI_000000000003713,9209-NWPGU,Samsung,Samsung-lZ93,Android,2
IMEI_000000000003714,6961-VCPMC,Xiaomi,Xiaomi-nv07,Android,1
IMEI_000000000003715,7306-YDSOI,Samsung,Samsung-wt48,Android,1
IMEI_000000000003716,5288-AHOUP,Xiaomi,Xiaomi-gH29,Android,2
IMEI_000000000003717,6688-UZPWD,Nokia,Nokia-zN01,Android,1
IMEI_000000000003718,0655-YDGFJ,Nokia,Nokia-Bl48,Android,1
IMEI_000000000003719,8468-EHYJA,Nokia,Nokia-aL45,Android,1
IMEI_000000000003720,6823-SIDFQ,Xiaomi,Xiaomi-nY38,Android,2
IMEI_000000000003721,1097-FSPVW,Nokia,Nokia-GK42,Android,2
IMEI_000000000003722,2839-RFSQE,Xiaomi,Xiaomi-WU35,Android,2
IMEI_000000000003723,8328-SKJNO,Oppo,Oppo-KB33,Android,2
IMEI_000000000003724,7010-ZMVBF,Nokia,Nokia-Tz09,Android,2
IMEI_000000000003725,5201-CBWYG,Oppo,Oppo-Hl20,Android,2
IMEI_000000000003726,0968-GSIKN,Huawei,Huawei-ev22,Android,2
IMEI_000000000003727,1965-DDBWU,Oppo,Oppo-Kg59,Android,2
IMEI_000000000003728,9057-SIHCH,Oppo,Oppo-bD12,Android,1
IMEI_000000000003729,6352-GIGGQ,Xiaomi,Xiaomi-tV18,Android,2
IMEI_000000000003730,3635-QQRQD,Nokia,Nokia-Bx79,Android,1
IMEI_000000000003731,6771-XWBDM,Oppo,Oppo-Yu90,Android,2
IMEI_000000000003732,2897-DOVND,Apple,Apple-Lr96,iOS,2
IMEI_000000000003733,3082-YVEKW,Xiaomi,Xiaomi-Fh56,Android,2
IMEI_000000000003734,0191-EQUUH,Huawei,Huawei-Fb08,Android,2
IMEI_000000000003735,7134-HBPBS,Samsung,Samsung-iB56,Android,1
IMEI_000000000003736,3489-HHPFY,Nokia,Nokia-wK29,Android,1
IMEI_000000000003737,2926-JEJJC,Xiaomi,Xiaomi-TL67,Android,1
IMEI_000000000003738,8601-QACRS,Xiaomi,Xiaomi-Qj01,Android,1
IMEI_000000000003739,4950-BDEUX,Nokia,Nokia-NE35,Android,1
IMEI_000000000003740,5789-LDFXO,Apple,Apple-Em77,iOS,2
IMEI_000000000003741,0508-OOLTO,Xiaomi,Xiaomi-Yc55,Android,1
IMEI_000000000003742,2984-TBYKU,Apple,Apple-nS10,iOS,1
IMEI_000000000003743,9822-WMWVG,Oppo,Oppo-Sb08,Android,1
IMEI_000000000003744,2391-SOORI,Oppo,Oppo-gu33,Android,1
IMEI_000000000003745,9040-KZVWO,Samsung,Samsung-VP58,Android,2
IMEI_000000000003746,2645-QTLMB,Apple,Apple-Pt45,iOS,1
IMEI_000000000003747,4806-HIPDW,Nokia,Nokia-RU70,Android,2
IMEI_000000000003748,1548-ARAGG,Nokia,Nokia-ZA23,Android,1
IMEI_000000000003749,6339-RZCBJ,Apple,Apple-aC66,iOS,2
IMEI_000000000003750,4424-TKOPW,Oppo,Oppo-dm37,Android,2
IMEI_000000000003751,4415-WNGVR,Xiaomi,Xiaomi-rx78,Android,1
IMEI_000000000003752,2522-AHJXR,Oppo,Oppo-Nz56,Android,1
IMEI_000000000003753,0412-UCCNP,Xiaomi,Xiaomi-sL95,Android,2
IMEI_000000000003754,1816-FLZDK,Apple,Apple-nE89,iOS,1
IMEI_000000000003755,7096-UCLNH,Xiaomi,Xiaomi-tm09,Android,1
IMEI_000000000003756,8443-ZRDBZ,Samsung,Samsung-br10,Android,1
IMEI_000000000003757,9136-ALYBR,Xiaomi,Xiaomi-be86,Android,1
IMEI_000000000003758,4615-PIVVU,Huawei,Huawei-ME21,Android,2
IMEI_000000000003759,8885-QSQBX,Samsung,Samsung-Wx29,Android,1
IMEI_000000000003760,7479-NITWS,Oppo,Oppo-hK00,Android,1
IMEI_000000000003761,8617-ENBDS,Oppo,Oppo-Lr95,Android,2
IMEI_000000000003762,9385-NXKDA,Huawei,Huawei-Xf44,Android,2
IMEI_000000000003763,0430-IHCDJ,Xiaomi,Xiaomi-gB50,Android,1
IMEI_000000000003764,2959-MJHIC,Oppo,Oppo-Yh04,Android,1
IMEI_000000000003765,6674-KVJHG,Huawei,Huawei-HX70,Android,2
IMEI_000000000003766,1814-DKOLC,Huawei,Huawei-BB98,Android,1
IMEI_000000000003767,4201-JMNGR,Huawei,Huawei-FL34,Android,2
IMEI_000000000003768,9351-HXDMR,Nokia,Nokia-nJ69,Android,2
IMEI_000000000003769,3537-HPKQT,Huawei,Huawei-aZ38,Android,2
IMEI_000000000003770,2129-ALKBS,Nokia,Nokia-YT29,Android,2
IMEI_000000000003771,5821-MMEIL,Nokia,Nokia-Aa40,Android,2
IMEI_000000000003772,5960-WPXQM,Huawei,Huawei-mF54,Android,2
IMEI_000000000003773,0684-AOSIH,Xiaomi,Xiaomi-JB67,Android,1
IMEI_000000000003774,8260-NGFNY,Xiaomi,Xiaomi-lL49,Android,1
IMEI_000000000003775,1309-XGFSN,Oppo,Oppo-bf52,Android,1
IMEI_000000000003776,1866-RZZQS,Xiaomi,Xiaomi-fJ11,Android,2
IMEI_000000000003777,6968-URWQU,Apple,Apple-qf18,iOS,2
IMEI_000000000003778,4742-TXUEX,Oppo,Oppo-IZ19,Android,2
IMEI_000000000003779,9631-XEYKE,Huawei,Huawei-WF73,Android,1
IMEI_000000000003780,8631-NBHFZ,Apple,Apple-gt09,iOS,2
IMEI_000000000003781,1335-MXCSE,Huawei,Huawei-Re00,Android,2
IMEI_000000000003782,8873-TMKGR,Xiaomi,Xiaomi-kF02,Android,1
IMEI_000000000003783,8800-JOOCF,Huawei,Huawei-Wc40,Android,1
IMEI_000000000003784,1469-LBJQJ,Samsung,Samsung-yH38,Android,2
IMEI_000000000003785,4958-XCBDQ,Samsung,Samsung-Md87,Android,2
IMEI_000000000003786,8337-UPOAQ,Nokia,Nokia-UV93,Android,2
IMEI_000000000003787,0064-YIJGF,Xiaomi,Xiaomi-Ow69,Android,1
IMEI_000000000003788,2386-OWURY,Oppo,Oppo-jv17,Android,1
IMEI_000000000003789,1725-IQNIY,Samsung,Samsung-PA04,Android,1
IMEI_000000000003790,0310-VQXAM,Huawei,Huawei-kk86,Android,2
IMEI_000000000003791,6598-RFFVI,Xiaomi,Xiaomi-EK61,Android,2
IMEI_000000000003792,3453-RTHJQ,Oppo,Oppo-mn72,Android,1
IMEI_000000000003793,6712-OAWRH,Huawei,Huawei-sf98,Android,2
IMEI_000000000003794,6278-FEPBZ,Nokia,Nokia-fs36,Android,2
IMEI_000000000003795,4280-DLSHD,Xiaomi,Xiaomi-MR88,Android,2
IMEI_000000000003796,1508-DFXCU,Apple,Apple-XY59,iOS,2
IMEI_000000000003797,8614-VGMMV,Xiaomi,Xiaomi-Ni56,Android,1
IMEI_000000000003798,7868-BGSZA,Samsung,Samsung-Rq91,Android,2
IMEI_000000000003799,2800-QQUSO,Xiaomi,Xiaomi-Tq21,Android,1
IMEI_000000000003800,2930-UOTMB,Xiaomi,Xiaomi-wM63,Android,1
IMEI_000000000003801,7973-DZRKH,Huawei,Huawei-CQ89,Android,2
IMEI_000000000003802,5914-DVBWJ,Xiaomi,Xiaomi-xq58,Android,1
IMEI_000000000003803,7698-YFGEZ,Nokia,Nokia-Wa10,Android,1
IMEI_000000000003804,2533-QVMSK,Samsung,Samsung-Kp19,Android,2
IMEI_000000000003805,9773-PEQBZ,Apple,Apple-zv58,iOS,1
IMEI_000000000003806,8644-XLFBW,Samsung,Samsung-yu60,Android,1
IMEI_000000000003807,0650-BWOZN,Nokia,Nokia-wZ91,Android,2
IMEI_000000000003808,8625-AZYZY,Huawei,Huawei-nR75,Android,2
IMEI_000000000003809,7785-RDVIG,Huawei,Huawei-qp99,Android,2
IMEI_000000000003810,9602-WCXPI,Huawei,Huawei-hb38,Android,2
IMEI_000000000003811,2903-YYTBW,Huawei,Huawei-kW36,Android,2
IMEI_000000000003812,3620-MWJNE,Oppo,Oppo-VE88,Android,2
IMEI_000000000003813,8573-JGCZW,Nokia,Nokia-RK78,Android,1
IMEI_000000000003814,6837-HAEVO,Samsung,Samsung-Nn00,Android,1
IMEI_000000000003815,6701-YVNQG,Huawei,Huawei-Fy95,Android,1
IMEI_000000000003816,9306-CPCBC,Nokia,Nokia-OS50,Android,1
IMEI_000000000003817,4304-XUMGI,Huawei,Huawei-Rc06,Android,2
IMEI_000000000003818,9504-YAZWB,Xiaomi,Xiaomi-Zg48,Android,2
IMEI_000000000003819,8819-ZBYNA,Huawei,Huawei-yd65,Android,2
IMEI_000000000003820,6174-NRBTZ,Apple,Apple-Xx93,iOS,2
IMEI_000000000003821,9481-IEBZY,Huawei,Huawei-Di22,Android,1
IMEI_000000000003822,1833-VGRUM,Oppo,Oppo-oA95,Android,2
IMEI_000000000003823,6137-NICCO,Xiaomi,Xiaomi-vX84,Android,2
IMEI_000000000003824,9065-ZCPQX,Huawei,Huawei-lf18,Android,2
IMEI_000000000003825,6402-EJMWF,Huawei,Huawei-Fm83,Android,2
IMEI_000000000003826,3620-EHIMZ,Oppo,Oppo-Ef27,Android,1
IMEI_000000000003827,3213-VVOLG,Samsung,Samsung-Rb41,Android,2
IMEI_000000000003828,6870-ECSHE,Samsung,Samsung-ru42,Android,1
IMEI_000000000003829,8747-UDCOI,Nokia,Nokia-pp76,Android,1
IMEI_000000000003830,8374-XGEJJ,Nokia,Nokia-Sm80,Android,2
IMEI_000000000003831,2656-TABEH,Xiaomi,Xiaomi-fw91,Android,2
IMEI_000000000003832,6946-LMSQS,Xiaomi,Xiaomi-pg30,Android,2
IMEI_000000000003833,4626-OZDTJ,Samsung,Samsung-aN96,Android,1
IMEI_000000000003834,9169-BSVIN,Samsung,Samsung-ic71,Android,1
IMEI_000000000003835,2325-ZUSFD,Oppo,Oppo-qJ90,Android,1
IMEI_000000000003836,8194-PEEBY,Huawei,Huawei-aR24,Android,1
IMEI_000000000003837,6872-HXFNF,Huawei,Huawei-QF60,Android,2
IMEI_000000000003838,3932-CMDTD,Huawei,Huawei-jy47,Android,2
IMEI_000000000003839,7714-YXSMB,Xiaomi,Xiaomi-lZ65,Android,1
IMEI_000000000003840,8387-UGUSU,Samsung,Samsung-ll98,Android,2
IMEI_000000000003841,1080-BWSYE,Huawei,Huawei-MD44,Android,1
IMEI_000000000003842,4039-HEUNW,Huawei,Huawei-iQ42,Android,2
IMEI_000000000003843,1194-HVAIF,Apple,Apple-In21,iOS,2
IMEI_000000000003844,0812-WUPTB,Huawei,Huawei-Ut05,Android,2
IMEI_000000000003845,3594-UVONA,Nokia,Nokia-je42,Android,1
IMEI_000000000003846,0004-TLHLJ,Huawei,Huawei-ZQ15,Android,2
IMEI_000000000003847,1767-TGTKO,Xiaomi,Xiaomi-SO34,Android,1
IMEI_000000000003848,8439-LTUGF,Xiaomi,Xiaomi-CM68,Android,1
IMEI_000000000003849,8805-JNRAZ,Apple,Apple-hX93,iOS,1
IMEI_000000000003850,5089-IFSDP,Xiaomi,Xiaomi-oV76,Android,1
IMEI_000000000003851,6418-HNFED,Huawei,Huawei-uK35,Android,2
IMEI_000000000003852,0206-OYVOC,Nokia,Nokia-CB98,Android,2
IMEI_000000000003853,7291-CDTMJ,Xiaomi,Xiaomi-Vh45,Android,2
IMEI_000000000003854,7128-GGCNO,Nokia,Nokia-Lg33,Android,2
IMEI_000000000003855,0237-YFUTL,Samsung,Samsung-gR26,Android,2
IMEI_000000000003856,7691-KGKGP,Samsung,Samsung-HJ73,Android,2
IMEI_000000000003857,6710-HSJRD,Xiaomi,Xiaomi-zp99,Android,2
IMEI_000000000003858,3675-EQOZA,Oppo,Oppo-JJ80,Android,2
IMEI_000000000003859,0840-DCNZE,Apple,Apple-pv51,iOS,2
IMEI_000000000003860,1732-FEKLD,Huawei,Huawei-XC90,Android,1
IMEI_000000000003861,9862-KJTYK,Samsung,Samsung-mk22,Android,1
IMEI_000000000003862,0479-HMSWA,Nokia,Nokia-go70,Android,2
IMEI_000000000003863,5854-KSRBJ,Huawei,Huawei-bQ74,Android,1
IMEI_000000000003864,0365-BZUWY,Apple,Apple-yH95,iOS,1
IMEI_000000000003865,4817-VYYWS,Nokia,Nokia-Pi35,Android,2
IMEI_000000000003866,5701-SVCWR,Nokia,Nokia-nv30,Android,1
IMEI_000000000003867,3129-AAQOU,Apple,Apple-Qj80,iOS,2
IMEI_000000000003868,4922-CVPDX,Huawei,Huawei-xA07,Android,2
IMEI_000000000003869,1396-QWFBJ,Apple,Apple-Zs46,iOS,2
IMEI_000000000003870,1357-BIJKI,Apple,Apple-GK54,iOS,2
IMEI_000000000003871,1099-BTKWT,Huawei,Huawei-nq56,Android,2
IMEI_000000000003872,5299-SJCZT,Huawei,Huawei-IE91,Android,2
IMEI_000000000003873,2018-PZKMU,Huawei,Huawei-Tf00,Android,1
IMEI_000000000003874,7340-KEFQE,Nokia,Nokia-hl51,Android,1
IMEI_000000000003875,4570-QHXHL,Xiaomi,Xiaomi-Tt91,Android,2
IMEI_000000000003876,2403-BCASL,Oppo,Oppo-oU70,Android,1
IMEI_000000000003877,7392-YYPYJ,Nokia,Nokia-mY22,Android,1
IMEI_000000000003878,2898-LSJGD,Huawei,Huawei-LM80,Android,2
IMEI_000000000003879,2223-GDSHL,Huawei,Huawei-Nf00,Android,1
IMEI_000000000003880,7359-PTSXY,Nokia,Nokia-ow88,Android,2
IMEI_000000000003881,9470-RTWDV,Huawei,Huawei-tY18,Android,2
IMEI_000000000003882,2176-OSJUV,Oppo,Oppo-Ei82,Android,2
IMEI_000000000003883,9348-YVOMK,Nokia,Nokia-AY28,Android,1
IMEI_000000000003884,8104-OSKWT,Samsung,Samsung-Wk32,Android,2
IMEI_000000000003885,4521-YEEHE,Samsung,Samsung-Gj35,Android,2
IMEI_000000000003886,4090-KPJIP,Huawei,Huawei-io66,Android,2
IMEI_000000000003887,3786-WOVKF,Huawei,Huawei-xI17,Android,1
IMEI_000000000003888,4503-BDXBD,Huawei,Huawei-Ug34,Android,1
IMEI_000000000003889,6086-ESGRL,Xiaomi,Xiaomi-rB79,Android,2
