complaint_id,customer_id,tower_id,complaint_type,status,resolution_days,complaint_date
COMP_04589,3132-TVFDZ,TOWER_024,SIM Issue,Open,36,2026-03-25
COMP_04590,9851-KIELU,TOWER_041,SIM Issue,Open,19,2025-11-06
COMP_04591,9648-BCHKM,TOWER_034,Call Drop,Resolved,13,2025-11-18
COMP_04592,3804-RVTGV,TOWER_032,SIM Issue,Open,8,2025-08-30
COMP_04593,6230-BSUXY,TOWER_039,Billing Error,Escalated,30,2025-08-08
COMP_04594,3009-JWMPU,TOWER_029,Slow Data,Resolved,40,2026-02-09
COMP_04595,9327-QSDED,TOWER_001,Network Outage,Open,29,2025-08-24
COMP_04596,6961-VCPMC,TOWER_035,Slow Data,Open,32,2025-10-28
COMP_04597,5186-EJEGL,TOWER_008,Slow Data,Escalated,34,2026-02-09
COMP_04598,3247-ZVOUO,TOWER_011,Billing Error,Open,20,2025-06-01
COMP_04599,4628-WQCQQ,TOWER_027,Billing Error,Open,13,2025-09-22
COMP_04600,9221-OTIVJ,TOWER_042,Slow Data,Escalated,29,2025-05-10
COMP_04601,0378-TOVMS,TOWER_050,Slow Data,Escalated,25,2025-08-23
COMP_04602,7752-XUSCI,TOWER_018,Call Drop,Escalated,43,2025-11-19
COMP_04603,5174-RNGBH,TOWER_044,SIM Issue,Open,36,2025-09-10
COMP_04604,4361-BKAXE,TOWER_036,Slow Data,Escalated,3,2025-06-02
COMP_04605,4883-QICIH,TOWER_028,Call Drop,Open,28,2025-11-30
COMP_04606,7762-URZQH,TOWER_017,SIM Issue,Escalated,9,2025-06-08
COMP_04607,1122-JWTJW,TOWER_039,Slow Data,Escalated,1,2026-01-30
COMP_04608,8593-WHYHV,TOWER_026,SIM Issue,Escalated,9,2025-12-04
COMP_04609,4634-JLRJT,TOWER_002,Call Drop,Resolved,37,2026-04-18
COMP_04610,3506-OVLKD,TOWER_009,Call Drop,Resolved,26,2026-04-13
COMP_04611,2739-CACDQ,TOWER_028,Slow Data,Open,17,2026-04-17
COMP_04612,7716-YTYHG,TOWER_028,Slow Data,Open,9,2026-01-05
COMP_04613,5868-YWPDW,TOWER_044,Network Outage,Open,10,2025-05-01
COMP_04614,4719-UMSIY,TOWER_017,Network Outage,Resolved,27,2025-05-07
COMP_04615,0390-DCFDQ,TOWER_001,Billing Error,Escalated,10,2025-05-02
COMP_04616,2984-MIIZL,TOWER_023,Network Outage,Escalated,43,2026-01-08
COMP_04617,5480-HPRRX,TOWER_017,Billing Error,Escalated,5,2025-09-29
COMP_04618,7503-ZGUZJ,TOWER_042,Call Drop,Escalated,2,2025-09-29
COMP_04619,0822-GAVAP,TOWER_027,Network Outage,Escalated,22,2025-05-14
COMP_04620,5307-DZCVC,TOWER_017,Network Outage,Escalated,26,2026-01-28
COMP_04621,6305-YLBMM,TOWER_022,Network Outage,Resolved,22,2025-06-04
COMP_04622,7065-YUNRY,TOWER_005,Slow Data,Resolved,17,2025-06-11
COMP_04623,2863-IMQDR,TOWER_009,SIM Issue,Escalated,20,2025-09-02
COMP_04624,9227-LUNBG,TOWER_026,Call Drop,Open,41,2025-06-29
COMP_04625,7379-POKDZ,TOWER_012,Network Outage,Open,3,2025-11-15
COMP_04626,8481-YYXWG,TOWER_007,Call Drop,Resolved,14,2025-11-07
COMP_04627,9667-TKTVZ,TOWER_050,Billing Error,Escalated,15,2025-11-20
COMP_04628,3325-FUYCG,TOWER_013,Slow Data,Open,1,2025-08-29
COMP_04629,9053-JZFKV,TOWER_047,SIM Issue,Open,37,2026-04-11
COMP_04630,8104-OSKWT,TOWER_040,Billing Error,Escalated,20,2026-03-03
COMP_04631,6891-JPYFF,TOWER_031,Network Outage,Open,3,2025-07-26
COMP_04632,5248-YGIJN,TOWER_006,Slow Data,Open,40,2025-06-08
COMP_04633,2927-QRRQV,TOWER_026,Billing Error,Resolved,29,2025-08-02
COMP_04634,6845-RGTYS,TOWER_032,Network Outage,Open,10,2026-04-05
COMP_04635,1455-UGQVH,TOWER_021,Slow Data,Escalated,44,2025-08-29
COMP_04636,4565-NLZBV,TOWER_006,Billing Error,Resolved,19,2026-01-03
COMP_04637,7614-QVWQL,TOWER_019,Billing Error,Escalated,29,2025-05-02
COMP_04638,6379-RXJRQ,TOWER_011,SIM Issue,Escalated,29,2025-12-12
COMP_04639,0463-TXOAK,TOWER_032,SIM Issue,Resolved,26,2025-12-17
COMP_04640,4510-HIMLV,TOWER_045,Billing Error,Resolved,36,2025-12-10
COMP_04641,4009-ALQFH,TOWER_012,Slow Data,Open,23,2026-03-15
COMP_04642,5960-WPXQM,TOWER_003,SIM Issue,Open,42,2025-12-23
COMP_04643,8779-QRDMV,TOWER_036,Network Outage,Escalated,11,2025-11-23
COMP_04644,1496-GGSUK,TOWER_042,Billing Error,Open,34,2025-07-07
COMP_04645,6715-OFDBP,TOWER_028,Billing Error,Escalated,18,2025-11-28
COMP_04646,5440-FLBQG,TOWER_042,Call Drop,Escalated,22,2026-04-04
COMP_04647,9378-FXTIZ,TOWER_042,Billing Error,Resolved,18,2026-03-30
COMP_04648,3948-XHGNA,TOWER_005,Billing Error,Resolved,41,2025-06-28
COMP_04649,9898-KZQDZ,TOWER_025,Call Drop,Open,4,2026-01-23
COMP_04650,0754-UKWQP,TOWER_035,Network Outage,Open,29,2025-07-02
COMP_04651,7603-USHJS,TOWER_022,Slow Data,Open,13,2026-01-24
COMP_04652,1428-GTBJJ,TOWER_020,Billing Error,Open,40,2025-12-19
COMP_04653,1902-XBTFB,TOWER_036,Network Outage,Escalated,32,2026-03-22
COMP_04654,5383-MMTWC,TOWER_038,Billing Error,Resolved,21,2025-11-28
COMP_04655,8337-UPOAQ,TOWER_040,SIM Issue,Resolved,21,2025-06-27
COMP_04656,5940-NFXKV,TOWER_041,Network Outage,Resolved,3,2025-07-25
COMP_04657,6546-OPBBH,TOWER_025,SIM Issue,Escalated,42,2025-06-03
COMP_04658,6996-KNSML,TOWER_040,SIM Issue,Open,25,2025-07-04
COMP_04659,2430-USGXP,TOWER_024,Billing Error,Resolved,32,2025-06-29
COMP_04660,0129-QMPDR,TOWER_016,SIM Issue,Escalated,12,2025-07-24
COMP_04661,0886-QGENL,TOWER_031,Call Drop,Resolved,35,2025-11-23
COMP_04662,5399-ZIMKF,TOWER_042,Slow Data,Resolved,10,2026-01-14
COMP_04663,8993-PHFWD,TOWER_019,Billing Error,Escalated,42,2026-04-09
COMP_04664,7207-RMRDB,TOWER_006,Network Outage,Resolved,33,2026-04-02
COMP_04665,0218-QNVAS,TOWER_005,Network Outage,Resolved,28,2025-08-20
COMP_04666,6941-PMGEP,TOWER_044,Slow Data,Open,10,2025-11-21
COMP_04667,0940-OUQEC,TOWER_015,SIM Issue,Escalated,34,2025-05-25
COMP_04668,6614-YOLAC,TOWER_047,Billing Error,Resolved,12,2026-02-14
COMP_04669,7139-JZFVG,TOWER_008,Slow Data,Escalated,11,2025-09-05
COMP_04670,1580-BMCMR,TOWER_027,SIM Issue,Escalated,17,2025-07-29
COMP_04671,0334-GDDSO,TOWER_050,Billing Error,Escalated,27,2025-08-18
COMP_04672,2592-SEIFQ,TOWER_012,Call Drop,Open,1,2025-05-10
COMP_04673,3877-JRJIP,TOWER_019,Call Drop,Escalated,28,2025-10-20
COMP_04674,2454-RPBRZ,TOWER_046,Network Outage,Open,32,2026-01-22
COMP_04675,2479-BRAMR,TOWER_047,Slow Data,Resolved,41,2025-12-17
COMP_04676,7083-YNSKY,TOWER_041,Network Outage,Open,20,2025-12-11
COMP_04677,8637-XJIVR,TOWER_042,Network Outage,Resolved,31,2025-05-05
COMP_04678,9391-LMANN,TOWER_001,Billing Error,Resolved,8,2025-06-05
COMP_04679,7235-NXZCP,TOWER_015,Billing Error,Escalated,27,2025-07-02
COMP_04680,8443-ZRDBZ,TOWER_046,SIM Issue,Open,1,2025-11-20
COMP_04681,0836-SEYLU,TOWER_032,Billing Error,Resolved,9,2026-03-14
COMP_04682,7072-MBHEV,TOWER_009,Network Outage,Escalated,34,2025-11-30
COMP_04683,9408-SSNVZ,TOWER_013,SIM Issue,Open,8,2026-01-12
COMP_04684,0487-CRLZF,TOWER_011,SIM Issue,Resolved,34,2026-01-20
COMP_04685,1247-QBVSH,TOWER_044,Billing Error,Escalated,7,2025-09-02
COMP_04686,2626-URJFX,TOWER_001,Billing Error,Open,44,2026-04-22
COMP_04687,3621-CEOVK,TOWER_005,SIM Issue,Resolved,13,2025-06-03
COMP_04688,0979-MOZQI,TOWER_047,SIM Issue,Open,21,2025-12-22
COMP_04689,5208-HFSBT,TOWER_043,Slow Data,Resolved,27,2026-02-11
COMP_04690,3988-RQIXO,TOWER_030,Slow Data,Escalated,32,2025-09-01
COMP_04691,3132-TVFDZ,TOWER_043,Billing Error,Open,19,2025-11-27
COMP_04692,8773-HHUOZ,TOWER_011,Billing Error,Open,6,2026-03-11
COMP_04693,4367-NHWMM,TOWER_013,Billing Error,Resolved,26,2025-11-20
COMP_04694,5202-IVJNU,TOWER_029,Network Outage,Escalated,24,2025-05-09
COMP_04695,8822-KNBHV,TOWER_015,SIM Issue,Resolved,31,2025-07-28
COMP_04696,9822-WMWVG,TOWER_023,Network Outage,Escalated,41,2025-05-10
COMP_04697,0621-TWIEM,TOWER_034,Network Outage,Open,17,2025-10-25
COMP_04698,1589-AGTLK,TOWER_046,Billing Error,Escalated,16,2025-08-19
COMP_04699,2452-SNHFZ,TOWER_003,SIM Issue,Escalated,42,2025-06-18
COMP_04700,0480-KYJVA,TOWER_044,Billing Error,Escalated,39,2025-11-25
COMP_04701,5561-NWEVX,TOWER_027,Call Drop,Resolved,42,2025-09-08
COMP_04702,2867-UIMSS,TOWER_026,Call Drop,Escalated,18,2025-05-04
COMP_04703,9906-NHHVC,TOWER_028,Network Outage,Open,8,2025-05-24
COMP_04704,4361-BKAXE,TOWER_046,Slow Data,Resolved,10,2025-11-27
COMP_04705,2761-OCIAX,TOWER_048,Call Drop,Open,37,2025-06-17
COMP_04706,2002-MZHWP,TOWER_034,SIM Issue,Open,14,2025-06-08
COMP_04707,2642-DTVCO,TOWER_025,Network Outage,Resolved,20,2026-01-23
COMP_04708,3316-UWXUY,TOWER_050,SIM Issue,Open,31,2025-07-31
COMP_04709,0315-LVCRK,TOWER_001,Network Outage,Escalated,28,2025-11-02
COMP_04710,4873-ILOLJ,TOWER_049,SIM Issue,Open,23,2025-05-04
COMP_04711,2673-ZALNP,TOWER_010,Billing Error,Escalated,28,2026-01-29
COMP_04712,9189-JWSHV,TOWER_023,Slow Data,Open,37,2026-03-28
COMP_04713,7392-YYPYJ,TOWER_018,Billing Error,Open,14,2026-04-17
COMP_04714,7239-HZZCX,TOWER_049,Call Drop,Escalated,16,2026-03-15
COMP_04715,3426-NIYYL,TOWER_014,SIM Issue,Resolved,2,2025-07-09
COMP_04716,8229-BUJHX,TOWER_034,Billing Error,Resolved,35,2025-08-03
COMP_04717,3186-BAXNB,TOWER_014,Slow Data,Escalated,6,2026-02-18
COMP_04718,5777-ZPQNC,TOWER_035,SIM Issue,Escalated,45,2026-04-10
COMP_04719,0895-LNKRC,TOWER_018,SIM Issue,Resolved,18,2026-04-19
COMP_04720,2273-QCKXA,TOWER_013,SIM Issue,Escalated,3,2025-06-10
COMP_04721,7861-UVUFT,TOWER_016,Network Outage,Resolved,44,2025-10-14
COMP_04722,8053-WWDRO,TOWER_037,Slow Data,Open,39,2026-03-28
COMP_04723,3891-PUQOD,TOWER_022,Billing Error,Escalated,24,2025-08-07
COMP_04724,6979-ZNSFF,TOWER_001,Call Drop,Resolved,20,2025-07-09
COMP_04725,8215-NGSPE,TOWER_027,Call Drop,Escalated,41,2025-09-06
COMP_04726,5840-NVDCG,TOWER_020,SIM Issue,Open,30,2025-07-27
COMP_04727,6022-UGGSO,TOWER_002,Network Outage,Resolved,4,2025-09-10
COMP_04728,4132-KALRO,TOWER_012,Call Drop,Open,16,2026-01-27
COMP_04729,7314-OXENN,TOWER_018,Network Outage,Open,18,2025-12-05
COMP_04730,2388-LAESQ,TOWER_034,Billing Error,Resolved,34,2025-08-17
COMP_04731,1248-DYXUB,TOWER_039,Call Drop,Escalated,4,2025-05-21
COMP_04732,2433-KMEAS,TOWER_013,Call Drop,Resolved,45,2025-09-06
COMP_04733,3982-XWFZQ,TOWER_050,SIM Issue,Escalated,24,2025-08-28
COMP_04734,5902-WBLSE,TOWER_001,Billing Error,Open,4,2025-11-19
COMP_04735,9776-CLUJA,TOWER_002,Billing Error,Escalated,38,2025-05-16
COMP_04736,6968-MHOMU,TOWER_040,Call Drop,Escalated,5,2025-05-11
COMP_04737,9614-RMGHA,TOWER_008,SIM Issue,Open,17,2025-08-24
COMP_04738,2027-CWDNU,TOWER_027,SIM Issue,Escalated,18,2025-06-01
COMP_04739,2856-NNASM,TOWER_018,SIM Issue,Open,18,2025-05-13
COMP_04740,5899-MQZZL,TOWER_022,Billing Error,Escalated,9,2025-12-01
COMP_04741,2725-TTRIQ,TOWER_043,Call Drop,Escalated,9,2026-04-21
COMP_04742,2027-FECZV,TOWER_002,Slow Data,Escalated,38,2025-09-05
COMP_04743,0407-BDJKB,TOWER_043,Slow Data,Resolved,14,2025-10-21
COMP_04744,5712-AHQNN,TOWER_034,Call Drop,Open,45,2025-08-03
COMP_04745,2305-MRGLV,TOWER_030,Billing Error,Open,11,2025-09-28
COMP_04746,5357-TZHPP,TOWER_037,Call Drop,Escalated,22,2026-04-03
COMP_04747,4083-BFNYK,TOWER_048,Slow Data,Resolved,1,2025-11-17
COMP_04748,7552-KEYGT,TOWER_020,SIM Issue,Open,41,2026-01-13
COMP_04749,1518-VOWAV,TOWER_020,Slow Data,Open,34,2025-10-07
COMP_04750,1689-MRZQR,TOWER_018,Billing Error,Escalated,25,2026-02-04
COMP_04751,4759-TRPLW,TOWER_037,Network Outage,Resolved,26,2025-08-27
COMP_04752,3528-HFRIQ,TOWER_011,Slow Data,Escalated,3,2025-05-05
COMP_04753,8901-HJXTF,TOWER_043,Billing Error,Escalated,11,2026-03-03
COMP_04754,4541-RMRLG,TOWER_024,Billing Error,Escalated,30,2026-04-04
COMP_04755,6532-YLWSI,TOWER_050,SIM Issue,Resolved,40,2025-10-16
COMP_04756,1518-VOWAV,TOWER_001,SIM Issue,Escalated,31,2025-06-12
COMP_04757,5442-UTCVD,TOWER_034,Slow Data,Open,38,2026-01-22
COMP_04758,4424-TKOPW,TOWER_018,Network Outage,Resolved,15,2026-04-12
COMP_04759,7632-MNYOY,TOWER_048,Call Drop,Open,13,2025-06-06
COMP_04760,2325-ZUSFD,TOWER_007,Call Drop,Escalated,43,2026-02-26
COMP_04761,5914-XRFQB,TOWER_038,Call Drop,Resolved,32,2025-08-14
COMP_04762,3494-JCHRQ,TOWER_014,Call Drop,Escalated,31,2025-10-02
COMP_04763,9530-EHPOH,TOWER_044,Call Drop,Resolved,32,2025-06-02
COMP_04764,0016-QLJIS,TOWER_036,Network Outage,Resolved,1,2025-05-10
COMP_04765,5960-MVTUK,TOWER_009,Billing Error,Resolved,18,2026-03-25
COMP_04766,5687-DKDTV,TOWER_022,Network Outage,Resolved,4,2025-05-13
COMP_04767,5084-OOVCJ,TOWER_015,SIM Issue,Escalated,26,2025-10-14
COMP_04768,9114-AAFQH,TOWER_042,SIM Issue,Escalated,18,2026-04-09
COMP_04769,6586-MYGKD,TOWER_029,SIM Issue,Open,7,2026-04-22
COMP_04770,6961-VCPMC,TOWER_010,Billing Error,Resolved,31,2025-10-06
COMP_04771,5219-YIPTK,TOWER_016,Call Drop,Escalated,34,2025-10-17
COMP_04772,5178-LMXOP,TOWER_008,SIM Issue,Open,23,2025-11-23
COMP_04773,6647-ZEDXT,TOWER_049,Slow Data,Resolved,25,2025-05-28
COMP_04774,4818-DRBQT,TOWER_020,Slow Data,Open,37,2025-12-10
COMP_04775,2660-EMUBI,TOWER_036,Network Outage,Resolved,8,2026-02-05
COMP_04776,9710-NJERN,TOWER_034,Slow Data,Escalated,29,2025-09-16
COMP_04777,7142-HVGBG,TOWER_018,Network Outage,Resolved,18,2025-08-26
COMP_04778,4159-NAAIX,TOWER_046,SIM Issue,Resolved,11,2025-08-14
COMP_04779,1095-JUDTC,TOWER_038,Call Drop,Open,1,2025-11-21
COMP_04780,7563-BIUPC,TOWER_005,Billing Error,Escalated,30,2025-06-16
COMP_04781,3677-TNKIO,TOWER_001,Slow Data,Escalated,25,2025-12-14
COMP_04782,1447-PJGGA,TOWER_023,Billing Error,Resolved,25,2025-11-07
COMP_04783,3001-CBHLQ,TOWER_016,Network Outage,Escalated,42,2025-07-24
COMP_04784,0661-XEYAN,TOWER_041,Billing Error,Open,35,2025-10-03
COMP_04785,4471-KXAUH,TOWER_005,Network Outage,Open,9,2025-12-25
COMP_04786,5862-BRIXZ,TOWER_025,Slow Data,Escalated,10,2026-01-31
COMP_04787,9282-IZGQK,TOWER_044,Network Outage,Open,9,2025-10-25
COMP_04788,4597-NUCQV,TOWER_030,Slow Data,Open,39,2026-01-22
COMP_04789,2037-SGXHH,TOWER_023,Billing Error,Escalated,23,2025-07-20
COMP_04790,8327-LZKAS,TOWER_021,Call Drop,Resolved,15,2026-01-09
COMP_04791,0781-LKXBR,TOWER_035,Slow Data,Escalated,27,2025-09-04
COMP_04792,0354-WYROK,TOWER_007,Billing Error,Escalated,8,2025-10-15
COMP_04793,7660-HDPJV,TOWER_012,Slow Data,Open,10,2026-03-30
COMP_04794,1513-XNPPH,TOWER_020,SIM Issue,Resolved,7,2025-07-08
COMP_04795,6664-FPDAC,TOWER_025,Call Drop,Escalated,44,2025-06-16
COMP_04796,2876-VBBBL,TOWER_016,Slow Data,Resolved,42,2025-08-11
COMP_04797,4910-AQFFX,TOWER_039,Network Outage,Open,24,2026-02-25
COMP_04798,2446-PLQVO,TOWER_037,SIM Issue,Open,39,2026-03-03
COMP_04799,3230-WYKIR,TOWER_015,Call Drop,Resolved,45,2026-04-25
COMP_04800,3424-NMNBO,TOWER_005,SIM Issue,Open,4,2025-08-24
COMP_04801,4910-GMJOT,TOWER_005,Call Drop,Resolved,44,2025-10-27
COMP_04802,8510-AWCXC,TOWER_045,SIM Issue,Open,16,2025-09-21
COMP_04803,8601-QACRS,TOWER_004,Slow Data,Resolved,18,2026-02-12
COMP_04804,2364-UFROM,TOWER_001,SIM Issue,Escalated,3,2025-05-26
COMP_04805,3908-BLSYF,TOWER_027,Network Outage,Escalated,33,2026-03-10
COMP_04806,2754-XBHTB,TOWER_043,SIM Issue,Resolved,37,2025-09-08
COMP_04807,9170-CCKOU,TOWER_011,Billing Error,Resolved,13,2026-02-14
COMP_04808,7890-VYYWG,TOWER_001,Network Outage,Open,7,2025-12-01
COMP_04809,6661-HBGWL,TOWER_044,Network Outage,Escalated,1,2026-03-21
COMP_04810,5143-WMWOG,TOWER_047,Billing Error,Resolved,35,2026-03-24
COMP_04811,4592-IWTJI,TOWER_045,Slow Data,Open,43,2026-02-23
COMP_04812,0524-IAVZO,TOWER_043,Call Drop,Escalated,15,2025-09-20
COMP_04813,5304-EFJLP,TOWER_006,Network Outage,Open,43,2025-09-03
COMP_04814,0094-OIFMO,TOWER_037,Call Drop,Open,14,2025-12-12
COMP_04815,1114-CENIM,TOWER_032,Network Outage,Resolved,29,2025-11-22
COMP_04816,5298-GSTLM,TOWER_019,Call Drop,Resolved,15,2025-11-27
COMP_04817,9648-BCHKM,TOWER_027,SIM Issue,Resolved,7,2025-09-19
COMP_04818,3902-FOIGH,TOWER_001,Call Drop,Escalated,9,2025-10-05
COMP_04819,3323-CPBWR,TOWER_047,Billing Error,Open,21,2026-04-08
COMP_04820,7396-VJUZB,TOWER_015,Call Drop,Open,42,2026-02-03
COMP_04821,9053-JZFKV,TOWER_042,Slow Data,Open,31,2025-11-16
COMP_04822,8226-BXGES,TOWER_019,Network Outage,Resolved,14,2025-07-15
COMP_04823,9221-OTIVJ,TOWER_018,SIM Issue,Resolved,43,2025-08-09
COMP_04824,2223-KAGMX,TOWER_021,Slow Data,Resolved,14,2026-03-21
COMP_04825,2344-JMOGN,TOWER_039,Billing Error,Escalated,24,2026-03-31
COMP_04826,5356-RHIPP,TOWER_037,Network Outage,Open,31,2025-07-18
COMP_04827,5759-RCVCB,TOWER_013,Network Outage,Open,44,2025-07-09
COMP_04828,5213-TWWJU,TOWER_006,Call Drop,Resolved,35,2025-10-29
COMP_04829,0637-UBJRP,TOWER_019,Billing Error,Escalated,5,2025-10-27
COMP_04830,8436-BJUMM,TOWER_015,Billing Error,Open,1,2025-10-24
COMP_04831,8665-UTDHZ,TOWER_033,SIM Issue,Escalated,20,2025-06-13
COMP_04832,0836-SEYLU,TOWER_040,Call Drop,Escalated,38,2026-03-16
COMP_04833,0988-JRWWP,TOWER_031,SIM Issue,Resolved,32,2026-03-16
COMP_04834,8118-LSUEL,TOWER_001,Billing Error,Resolved,29,2025-09-20
COMP_04835,3106-ULWFW,TOWER_042,Call Drop,Open,12,2026-01-16
COMP_04836,7470-MCQTK,TOWER_036,Call Drop,Escalated,27,2025-05-27
COMP_04837,0336-KXKFK,TOWER_026,Network Outage,Open,28,2025-09-03
COMP_04838,5301-GAUUY,TOWER_036,Call Drop,Resolved,28,2025-08-19
COMP_04839,2955-PSXOE,TOWER_023,SIM Issue,Escalated,11,2026-01-31
COMP_04840,6323-AYBRX,TOWER_047,SIM Issue,Escalated,19,2026-03-18
COMP_04841,4013-UBXWQ,TOWER_037,Call Drop,Escalated,33,2025-08-03
COMP_04842,6275-YDUVO,TOWER_017,Slow Data,Open,27,2026-04-21
COMP_04843,6180-YBIQI,TOWER_049,SIM Issue,Resolved,18,2026-03-31
COMP_04844,5261-QSHQM,TOWER_040,Slow Data,Escalated,5,2025-07-17
COMP_04845,8066-POXGX,TOWER_037,Call Drop,Open,10,2025-05-17
COMP_04846,4905-JEFDW,TOWER_032,Billing Error,Open,14,2025-07-13
COMP_04847,0378-XSZPU,TOWER_047,Network Outage,Resolved,31,2025-07-31
COMP_04848,5173-ZXXXL,TOWER_004,Slow Data,Resolved,13,2025-08-13
COMP_04849,3751-KTZEL,TOWER_037,Slow Data,Open,44,2026-04-23
COMP_04850,5656-MJEFC,TOWER_044,Call Drop,Open,25,2026-02-10
COMP_04851,4735-ASGMA,TOWER_003,Billing Error,Resolved,41,2026-02-01
COMP_04852,0337-CNPZE,TOWER_014,Billing Error,Resolved,32,2025-06-06
COMP_04853,0133-BMFZO,TOWER_038,Slow Data,Open,7,2026-04-06
COMP_04854,1193-RTSLK,TOWER_025,Slow Data,Escalated,25,2025-11-04
COMP_04855,4423-YLHDV,TOWER_008,Call Drop,Escalated,9,2025-09-24
COMP_04856,1589-AGTLK,TOWER_042,Slow Data,Open,2,2025-05-08
COMP_04857,0374-AACSZ,TOWER_016,Billing Error,Resolved,33,2025-04-29
COMP_04858,4846-WHAFZ,TOWER_007,Network Outage,Open,29,2026-02-19
COMP_04859,0107-YHINA,TOWER_050,Call Drop,Escalated,18,2025-12-01
COMP_04860,8327-LZKAS,TOWER_046,SIM Issue,Escalated,29,2025-06-27
COMP_04861,9453-PATOS,TOWER_027,Slow Data,Open,31,2025-09-30
COMP_04862,5180-UCIIQ,TOWER_021,Billing Error,Resolved,31,2025-07-07
COMP_04863,7483-IQWIB,TOWER_050,Billing Error,Open,45,2025-12-16
COMP_04864,9643-AVVWI,TOWER_008,Billing Error,Escalated,14,2025-05-29
COMP_04865,3751-KTZEL,TOWER_012,SIM Issue,Open,17,2025-10-03
COMP_04866,4078-SAYYN,TOWER_035,Billing Error,Escalated,6,2025-08-10
COMP_04867,4487-ZYJZK,TOWER_017,Network Outage,Escalated,24,2025-11-01
COMP_04868,0742-MOABM,TOWER_049,Call Drop,Escalated,42,2025-10-14
COMP_04869,8869-LIHMK,TOWER_001,Billing Error,Open,2,2025-05-04
COMP_04870,8785-EPNCG,TOWER_012,Call Drop,Resolved,42,2025-10-20
COMP_04871,5842-POCOP,TOWER_022,Call Drop,Escalated,22,2025-05-17
COMP_04872,3982-XWFZQ,TOWER_019,Call Drop,Open,8,2025-10-11
COMP_04873,2898-LSJGD,TOWER_003,Billing Error,Escalated,7,2025-10-16
COMP_04874,9351-HXDMR,TOWER_046,Network Outage,Open,36,2025-07-12
COMP_04875,6776-TLWOI,TOWER_007,Slow Data,Resolved,22,2025-10-29
COMP_04876,1086-LXKFY,TOWER_044,Call Drop,Resolved,27,2026-03-06
COMP_04877,1447-GIQMR,TOWER_047,SIM Issue,Open,14,2025-09-10
COMP_04878,5233-GEEAX,TOWER_032,Billing Error,Escalated,26,2025-11-14
COMP_04879,1086-LXKFY,TOWER_026,Slow Data,Escalated,13,2025-10-19
COMP_04880,4510-HIMLV,TOWER_015,Network Outage,Escalated,18,2025-12-07
COMP_04881,2091-MJTFX,TOWER_012,Call Drop,Escalated,30,2026-01-24
COMP_04882,1915-IOFGU,TOWER_047,SIM Issue,Escalated,44,2025-05-20
COMP_04883,3566-VVORZ,TOWER_012,Billing Error,Resolved,37,2025-07-04
COMP_04884,8292-ITGYJ,TOWER_002,SIM Issue,Open,8,2025-08-21
COMP_04885,2968-SSGAA,TOWER_013,Call Drop,Escalated,34,2025-10-04
COMP_04886,2430-USGXP,TOWER_029,Call Drop,Escalated,35,2025-09-06
COMP_04887,1963-SVUCV,TOWER_010,Call Drop,Resolved,42,2026-04-13
COMP_04888,8945-GRKHX,TOWER_029,Call Drop,Resolved,13,2026-02-03
COMP_04889,2568-OIADY,TOWER_041,Slow Data,Escalated,23,2026-03-12
COMP_04890,0519-XUZJU,TOWER_022,Call Drop,Open,16,2026-01-27
COMP_04891,0916-KNFAJ,TOWER_023,Billing Error,Escalated,34,2025-06-12
COMP_04892,8257-RZAHR,TOWER_035,Billing Error,Escalated,9,2025-04-28
COMP_04893,0536-BGFMZ,TOWER_004,Billing Error,Resolved,8,2026-02-10
COMP_04894,6326-MTTXK,TOWER_040,Slow Data,Resolved,8,2026-01-08
COMP_04895,2347-WKKAE,TOWER_026,Billing Error,Escalated,1,2026-04-21
COMP_04896,0733-VUNUW,TOWER_012,Network Outage,Escalated,27,2025-09-16
COMP_04897,9360-AHGNL,TOWER_036,Call Drop,Resolved,36,2025-05-26
COMP_04898,6549-NNDYT,TOWER_044,Network Outage,Open,15,2026-03-20
COMP_04899,2947-DOMLJ,TOWER_038,Slow Data,Open,2,2025-06-05
COMP_04900,6179-GJPSO,TOWER_002,Network Outage,Open,26,2026-04-09
COMP_04901,4958-XCBDQ,TOWER_007,Slow Data,Resolved,38,2025-08-17
COMP_04902,6358-LYNGM,TOWER_032,Billing Error,Escalated,37,2026-04-19
COMP_04903,5445-PZWGX,TOWER_028,SIM Issue,Open,34,2025-10-16
COMP_04904,2929-QNSRW,TOWER_020,Network Outage,Open,1,2026-04-26
COMP_04905,7562-GSUHK,TOWER_040,Call Drop,Resolved,37,2025-10-26
COMP_04906,4129-LYCOI,TOWER_027,Billing Error,Open,3,2025-07-22
COMP_04907,3842-IYKUE,TOWER_045,Slow Data,Escalated,22,2025-06-18
COMP_04908,4826-XTSOH,TOWER_038,Billing Error,Resolved,25,2026-03-31
COMP_04909,1156-ZFYDO,TOWER_031,Network Outage,Resolved,2,2025-05-25
COMP_04910,7619-PLRLP,TOWER_045,Call Drop,Open,11,2026-04-08
COMP_04911,1625-JAIIY,TOWER_029,Billing Error,Escalated,1,2026-01-17
COMP_04912,4892-VLANZ,TOWER_027,Billing Error,Open,26,2025-07-25
COMP_04913,9961-JBNMK,TOWER_015,SIM Issue,Escalated,44,2025-04-28
COMP_04914,8623-TMRBY,TOWER_045,Billing Error,Resolved,29,2025-09-25
COMP_04915,9689-PTNPG,TOWER_030,SIM Issue,Open,30,2025-11-29
